char_entropy,component_char_entropy,component_duplicate_cluster_penalty,component_language_consistency,component_length_prior,component_lexical_diversity,component_ngram_repetition_penalty,component_non_linguistic_symbol_penalty,component_optional_lm_surprisal,component_pii_density_penalty,component_repetition_penalty,component_token_entropy,component_url_html_noise_penalty,dev_loss_proxy,document_index,excerpt,hdqspp_score,hdqspp_v2_score,information_density,kept_by_hdqspp,kept_by_hdqspp_v2,length_chars,repetition_rate,split,symbol_fraction,token_count,token_diversity,token_entropy,trigram_repetition_rate,v2_component_char_entropy,v2_component_duplicate_cluster_penalty,v2_component_language_consistency,v2_component_length_prior,v2_component_lexical_diversity,v2_component_ngram_repetition_penalty,v2_component_non_linguistic_symbol_penalty,v2_component_optional_lm_surprisal,v2_component_pii_density_penalty,v2_component_repetition_penalty,v2_component_token_entropy,v2_component_url_html_noise_penalty,v2_component_v2_base_quality,v2_component_v2_length_bin,v2_component_v2_length_distribution_match,v2_component_v2_quality_diversity_balance,v2_component_v2_repetition_capped,v2_component_v2_token_frequency_preservation
4.526458040253951,0.9052916080507902,1.0,0.99779638607316,0.0,0.2973876063183475,0.9264437689969605,0.8379270186335404,1.0,1.0,0.7651169857186265,1.0,0.0,9.976452058937316,0,"= Valkyria Chronicles III = Senjō no Valkyria 3 : <unk> Chronicles ( Japanese : 戦場のヴァルキュリア3 , lit . Valkyria of the Battlefield 3 ) , commonly referred to as Valkyria Chronicles III outside Japan , is a tactical role @-@",0.6796081177229658,0.7759874286496958,2.4771877184474724,True,True,20608.0,0.23488301428137348,train,0.040518245341614904,3292.0,0.2973876063183475,8.329828364789662,0.07355623100303954,0.9052916080507902,1.0,0.99779638607316,0.0,0.2973876063183475,0.9264437689969605,0.8379270186335404,1.0,1.0,0.7651169857186265,1.0,0.0,0.7296751591712384,2952-4487,1.0,0.689184481165206,0.7651169857186265,0.7323815309842041
4.581391589839345,0.9162783179678691,1.0,0.9994998749687422,0.0,0.29343404997094713,0.923546511627907,0.851115215229436,1.0,1.0,0.7523975588491717,1.0,0.0,9.65460856137088,1,"= Tower Building of the Little Rock Arsenal = The Tower Building of the Little Rock Arsenal , also known as U.S. Arsenal Building , is a building located in MacArthur Park in downtown Little Rock , Arkansas . Built in 18",0.6798102891610409,0.7765911055979001,2.4085394374545457,True,True,21117.0,0.2476024411508283,train,0.037221196192641,3442.0,0.29343404997094713,8.208111627444104,0.07645348837209298,0.9162783179678691,1.0,0.9994998749687422,0.0,0.29343404997094713,0.923546511627907,0.851115215229436,1.0,1.0,0.7523975588491717,1.0,0.0,0.7301559331091704,2952-4487,1.0,0.6884364790473219,0.7523975588491717,0.7408483439860546
4.734786745884155,0.946957349176831,1.0,1.0,0.0,0.31812725090036015,0.9255106127352823,0.7812858052196053,1.0,1.0,0.765812650120096,1.0,0.0,12.151848610636401,2,= <unk> Mary Barker = <unk> Mary Barker ( 28 June 1895 – 16 February 1973 ) was an English illustrator best known for a series of fantasy illustrations depicting fairies and flowers . Barker 's art education began in gir,0.6803507615498167,0.7618807028725718,2.5832266625338263,True,False,15710.0,0.23418734987990397,train,0.05467854869509867,2499.0,0.31812725090036015,8.120104942983687,0.07448938726471765,0.946957349176831,1.0,1.0,0.0,0.31812725090036015,0.9255106127352823,0.7812858052196053,1.0,1.0,0.765812650120096,1.0,0.0,0.7363668826441168,1869-2952,1.0,0.6977152540471484,0.765812650120096,0.631452581032413
4.565774830415709,0.9131549660831417,1.0,1.0,0.0,0.3691275167785235,0.9461279461279462,0.8284300247456695,1.0,1.0,0.7983193277310925,0.8484211075702084,0.0,9.488254028556762,3,"= Gambia women 's national football team = The Gambia women 's national football team represents the Gambia in international football competition . The team , however , has not competed in a match recognised by FIFA , th",0.6809584148818232,0.7784452755386451,2.505404612959005,True,True,3637.0,0.2016806722689075,train,0.04289249381358262,596.0,0.3691275167785235,6.787368860561667,0.05387205387205385,0.9131549660831417,1.0,1.0,0.0,0.3691275167785235,0.9461279461279462,0.8284300247456695,1.0,1.0,0.7983193277310925,0.8484211075702084,0.0,0.724610531424537,0-1327,0.9753560288374128,0.6666924217994514,0.7983193277310925,0.785234899328859
4.4965940290221935,0.8993188058044387,1.0,1.0,0.0,0.41335740072202165,0.953887884267631,0.8103903727619607,1.0,1.0,0.8283649503161699,0.9648544596057977,0.0,12.100305310527672,4,"= Plain maskray = The plain maskray or brown stingray ( Neotrygon annotata ) is a species of stingray in the family <unk> . It is found in shallow , soft @-@ bottomed habitats off northern Australia . Reaching 24 cm ( 9 ",0.6965012721073174,0.777706252400058,3.190637851981627,True,True,6814.0,0.17163504968383014,train,0.047402406809509835,1108.0,0.41335740072202165,7.718835676846382,0.04611211573236895,0.8993188058044387,1.0,1.0,0.0,0.41335740072202165,0.953887884267631,0.8103903727619607,1.0,1.0,0.8283649503161699,0.9648544596057977,0.0,0.7474500603939225,0-1327,0.9971902112447737,0.7182779952789161,0.8283649503161699,0.6525270758122743
4.5244853314985285,0.9048970662997057,1.0,1.0,0.0,0.2602507624534056,0.9148864021702272,0.8400636110637815,1.0,1.0,0.7349152542372881,1.0,0.0,10.009678493886323,5,= 2011 – 12 Columbus Blue Jackets season = The 2011 – 12 Columbus Blue Jackets season was the team 's 12th season in the National Hockey League ( NHL ) . The Blue Jackets ' record of 29 – 46 – 7 [ note 1 ] was the worst ,0.6709681298464891,0.7667051660047434,2.103391146532059,False,True,17607.0,0.2650847457627119,train,0.03998409723405464,2951.0,0.2602507624534056,8.082170928927223,0.08511359782977279,0.9048970662997057,1.0,1.0,0.0,0.2602507624534056,0.9148864021702272,0.8400636110637815,1.0,1.0,0.7349152542372881,1.0,0.0,0.7212104866974589,1869-2952,1.0,0.6756679339620808,0.7349152542372881,0.7245001694340901
3.94580775746237,0.789161551492474,1.0,1.0,0.925,0.8333333333333334,1.0,0.1351351351351351,1.0,1.0,1.0,0.2814536459234778,0.30000000000000004,5.720987388570461,6,= <unk> ; <unk> = Games played in ; G,0.7370196874183392,0.7854602140646969,1.8763576394898522,True,True,37.0,0.0,train,0.21621621621621623,6.0,0.8333333333333334,2.2516291673878226,0.0,0.789161551492474,1.0,1.0,0.925,0.8333333333333334,1.0,0.1351351351351351,1.0,1.0,1.0,0.2814536459234778,0.30000000000000004,0.753252297729324,0-1327,0.8186057994629988,0.6553228936788648,1.0,0.8333333333333334
3.7834651896016473,0.7566930379203295,1.0,1.0,0.625,1.0,1.0,0.040000000000000036,1.0,1.0,1.0,0.25,0.65,12.397263736860031,7,= Goals ; A = <unk> ; Pts,0.7496625548898295,0.741256247385093,2.0,True,False,25.0,0.0,train,0.24,4.0,1.0,2.0,0.0,0.7566930379203295,1.0,1.0,0.625,1.0,1.0,0.040000000000000036,1.0,1.0,1.0,0.25,0.65,0.7801887915104725,0-1327,0.8067429974720085,0.7025943957552363,1.0,0.5
3.887478448811032,0.7774956897622064,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,0.2851295140691779,0.0,9.036043335874979,8,= Points ; <unk> = <unk> minutes ; + / - = Plus / minus = = = <unk> = = = Note : <unk>,0.6808434660902261,0.7263526172086227,1.5206907417022821,True,False,86.0,0.0,train,0.27906976744186046,9.0,0.6666666666666666,2.2810361125534233,0.0,0.7774956897622064,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,0.2851295140691779,0.0,0.7008718227461722,0-1327,0.8311808763180204,0.5883849565570473,1.0,0.6666666666666666
4.236228843383061,0.8472457686766122,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,1.0,1.0,1.0,0.375,0.65,7.155070678717121,9,= Games Played ; <unk> = Time On Ice ( minutes ) ; W,0.8348837911522445,0.846374176061372,3.0,True,True,52.0,0.0,train,0.15384615384615385,8.0,1.0,3.0,0.0,0.8472457686766122,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,1.0,1.0,1.0,0.375,0.65,0.8404188822384848,0-1327,0.8274662431361913,0.7639594411192424,1.0,0.875
